month,pushes,actor,actor_attributes_location
12/1/2013,3,henriklundgren,Sweden
12/1/2013,2,panarasi,"Redmond, WA"
12/1/2013,1,vincentchan,Hong Kong
12/1/2013,2,bharathkrishnan,"Cambridge, MA"
12/1/2013,2,jadesoul,"Beijing, China"
12/1/2013,3,evertonbaima,Fortaleza - CE
12/1/2013,1,dimirc,"Guayaquil, Ecuador"
12/1/2013,2,rgaskill,Milwaukee
12/1/2013,1,kiranml1,India
12/1/2013,3,kolach,"Saint Petersburg, Russia"
12/1/2013,1,Roosso,Russian Federation
12/1/2013,2,alaa13212,Saudi Arabia
12/1/2013,5,Tuxdude,"Mountain View, CA"
12/1/2013,3,FabledWeb,"Columbus, OH"
12/1/2013,1,wmh,Taipei x Taiwan
12/1/2013,1,mishunov,"T��nsberg, Norway"
12/1/2013,3,eddiemonge,California
12/1/2013,1,catherinek,"Vancouver, BC"
12/1/2013,2,glebm,"Madrid, Spain"
12/1/2013,1,Noctis-BKN,Taiwan
12/1/2013,1,nuxlli,"S��o Paulo, Brasil"
12/1/2013,1,ch4nd4n,Bangalore
12/1/2013,29,fedynapavlo,Lviv
12/1/2013,2,bashmish,"Moscow, Russia"
12/1/2013,4,chenqi1980,"Shanghai, China"
12/1/2013,1,Mezzle,"Birmingham, UK"
12/1/2013,1,IanVaughan,"London, England"
12/1/2013,1,melvinbeemer,The Netherlands
12/1/2013,2,vpegado,"Stockholm, Sweden"
12/1/2013,1,rhodrykorb,Australia
12/1/2013,2,dminkovsky,Freenode (dimadima)
12/1/2013,1,Ithamar,The Netherlands
12/1/2013,1,mattheworiordan,London
12/1/2013,4,nschonni,"Toronto, Ontario, Canada"
12/1/2013,1,dennis-g,Germany
12/1/2013,1,tjdhome,"Austin, TX"
12/1/2013,1,digitalextremist,^126 { 9Hw9 }
12/1/2013,2,igokul1973,"Stockholm, Sweden"
12/1/2013,11,shantanusharma,New York
12/1/2013,48,pkozlowski-opensource,The internet
12/1/2013,1,trevordixon,"Orem, UT"
12/1/2013,1,stof,Paris
12/1/2013,28,marceldegraaf,"Ede, The Netherlands"
12/1/2013,3,akirillov,Moscow
12/1/2013,1,insanelyus,Italy
12/1/2013,1,fvignals,France
12/1/2013,2,joamag,"Porto, Portugal"
12/1/2013,4,pete-otaqui,Amman
12/1/2013,4,JoahG,Texas
12/1/2013,1,adisayoga,Bali
12/1/2013,3,bganicky,"Prague, Czech republic"
12/1/2013,1,bitdeli-chef,"San Francisco,CA"
12/1/2013,1,gustavohenke,Brazil
12/1/2013,2,joshuapekera,"Tallahassee, FL"
12/1/2013,1,Spirit55555,Denmark
12/1/2013,2,ozzyogkush,"Southampton, PA"
12/1/2013,7,stocker,"Stanford, CA"
12/1/2013,16,tlindig,Germany
12/1/2013,4,mef,"Brussels, Belgium"
12/1/2013,11,JBCSU,"Stanford, CA"
12/1/2013,1,jazamora,"Irvine, CA"
12/1/2013,1,anushr,Bangalore
12/1/2013,154,cvrebert,"Santa Monica, California, USA"
12/1/2013,1,joeray,"vigo, spain"
12/1/2013,58,bekos,Greece
12/1/2013,1,Gamemaniak,Netherlands
12/1/2013,53,Paden,"El Paso, TX"
12/1/2013,4,mikemclin,"Clermont, FL"
12/1/2013,55,ZDroid,Serbia
12/1/2013,1,cj123,"Manchester, United Kingdom"
12/1/2013,51,kruser,"Austin, TX"
12/1/2013,1,RobLoach,"Toronto, ON"
12/1/2013,208,mdo,"San Francisco, CA"
12/1/2013,2,dragoscirjan,Bucharest
12/1/2013,10,ModmenNet,Saudi Arabia - Riyadh
12/1/2013,8,thongredweb,Viet Nam
12/1/2013,3,cassell,"Herndon, VA"
12/1/2013,5,SPodjasek,"Debica, PK, Poland"
12/1/2013,3,Foxandxss,Spain
12/1/2013,1,bnewcomb,San Francisco
12/1/2013,5,dnasir,"Riga, Latvia"
12/1/2013,1,bluefocus,New York City
12/1/2013,1,DocX,"Pragueq, Czech Republic"
12/1/2013,5,troch,Glasgow
12/1/2013,1,niklasae,Stockholm
12/1/2013,75,XhmikosR,Hellas (Greece)
12/1/2013,1,davebond,"Warrington, UK"
12/1/2013,7,KostyaTretyak,"Kyiv, Ukraine"
12/1/2013,3,ubenzer,��zmir / T��rkiye
12/1/2013,2,joepjoosten,"Venray, Netherlands"
12/1/2013,5,blnight,Poland
12/1/2013,1,ventuc,Milan (Italy)
12/1/2013,1,mjtamlyn,Oxford
12/1/2013,1,cvallance,"Vancouver, BC"
12/1/2013,1,matthughes,Philadelphia
12/1/2013,6,colllin,"Boulder, CO"
12/1/2013,9,tigefa4u,Indonesia
12/1/2013,1,AleshaOleg,"Ukraine, Kiev"
12/1/2013,2,cyrusstoller,"San Francisco, CA"
12/1/2013,1,mrhanti,"Berlin, Germany"
12/1/2013,5,jamesblack,Utah
11/1/2013,7,pavelzaitsau,Belarus
11/1/2013,1,mattjanssen,"Minneapolis, MN"
11/1/2013,1,gingi,"Irvington, NY"
11/1/2013,1,jamwaffles,"Cambridge, England"
11/1/2013,5,aentan,Singapore
11/1/2013,2,robinComa,Toulouse
11/1/2013,1,tjokimie,"Helsinki, Finland"
11/1/2013,1,phylaxis,"San Diego, CA"
11/1/2013,2,franksama,"Austin, TX"
11/1/2013,2,bajbnet,UK
11/1/2013,3,amigrave,"Brussels, Belgium"
11/1/2013,7,juthilo,"M��nster, Germany"
11/1/2013,1,felipeleusin,"Rio de Janeiro, RJ"
11/1/2013,1,jholl,Chattanooga
11/1/2013,3,craigh,"Michigan, USA"
11/1/2013,1,murphyalexandre,"Montreal, QC"
11/1/2013,2,schlagert,Karlsruhe
11/1/2013,13,fabian,"Baden, Switzerland"
11/1/2013,24,dvalys,"Austin, TX"
11/1/2013,1,unwiredben,"Austin, TX"
11/1/2013,13,akirillov,Moscow
11/1/2013,2,jkenneydaniel,Florida
11/1/2013,1,anhulife,"Beijing, China"
11/1/2013,2,errolzz,NYC
11/1/2013,8,sdiaz,Madrid
11/1/2013,1,benji07,Lyon
11/1/2013,1,AviTapp,"Buffalo, NY"
11/1/2013,1,9034725985,New York
11/1/2013,1,satazor,"Aveiro, Portugal"
11/1/2013,1,dapage,"Saint Louis, MO"
11/1/2013,1,aspan,"Stockholm, Sweden"
11/1/2013,1,thelukemcdonald,Iowa
11/1/2013,1,y0g1,"Szczecin, Poland"
11/1/2013,4,ModmenNet,Saudi Arabia - Riyadh
11/1/2013,1,Retistic,"California, USA"
11/1/2013,12,pkozlowski-opensource,France
11/1/2013,1,lnostdal,The Internet (I telecommute)
11/1/2013,1,fat,"San Francisco, CA"
11/1/2013,2,robbybro,Seattle
11/1/2013,3,joamag,"Porto, Portugal"
11/1/2013,1,ThinTim,"Melbourne, Australia"
11/1/2013,1,faktorsmak,"Columbus, OH"
11/1/2013,1,victorhaggqvist,"Stocholm, Sweden"
11/1/2013,1,ZaLiTHkA,South Africa
11/1/2013,1,bitdeli-chef,"San Francisco,CA"
11/1/2013,14,jasny,Amsterdam
11/1/2013,1,Ore4444,Israel
11/1/2013,2,subtext,"Chicago, IL United States"
11/1/2013,2,blowsie,UK
11/1/2013,1,ernado-x,"Ukraine, Kiev"
11/1/2013,49,mdo,"San Francisco, CA"
11/1/2013,14,gustavohenke,Brazil
11/1/2013,4,dimirc,"Guayaquil, Ecuador"
11/1/2013,16,bekos,Greece
11/1/2013,2,douglasduteil,"Paris, France"
11/1/2013,1,Schibum,"Cologne, Germany"
11/1/2013,2,alepane21,"Padua, Italy"
11/1/2013,1,guybedford,California / South Africa
11/1/2013,1,ryanshow,"Fresno, CA"
11/1/2013,5,evertonbaima,Fortaleza - CE
11/1/2013,14,pkozlowski-opensource,The internet
11/1/2013,15,Paden,"El Paso, TX"
11/1/2013,4,jboho,Denver
11/1/2013,1,alistaircom,"Burnaby, BC, Canada"
11/1/2013,17,fedynapavlo,Lviv
11/1/2013,15,JBCSU,"Stanford, CA"
11/1/2013,1,yassomic,Chicago
11/1/2013,1,m4TT3rs,Brussels
11/1/2013,3,mosoft521,Shanghai China
11/1/2013,1,efraimip,Singapore
11/1/2013,2,tlindig,Germany
11/1/2013,1,rmehta,"Mumbai, India"
11/1/2013,3,dmingos,Washington DC
11/1/2013,1,mismith,"Calgary, AB, Canada"
11/1/2013,1,barraponto,"Campinas, Brazil"
11/1/2013,2,tjdhome,"Austin, TX"
11/1/2013,1,1000hz,"Austin, TX"
11/1/2013,3,sota0805,"Tokyo, JAPAN"
11/1/2013,1,bassjobsen,Orthen
11/1/2013,1,Jazzo,Italy
11/1/2013,3,KostyaTretyak,"Kyiv, Ukraine"
11/1/2013,1,lepture,"Hangzhou, China"
11/1/2013,1,iainvdw,Netherlands
11/1/2013,2,sethbridges,"Seattle, WA"
11/1/2013,2,Tuxdude,"Mountain View, CA"
11/1/2013,14,erikflowers,Salt Lake CIty
11/1/2013,1,zdwolfe,"State College, PA"
11/1/2013,5,masterbee,Canada
11/1/2013,5,cgie,"Kiel, Germany"
11/1/2013,5,kennethormandy,"Vancouver, BC"
11/1/2013,1,rebeccawilliams,"Washington, D.C."
11/1/2013,1,mariomaric,Earth.
11/1/2013,2,westonplatter,"boulder, co"
11/1/2013,1,lepture,"Shenzhen, China"
11/1/2013,7,simooker,"Portland, Oregon"
11/1/2013,1,olostan,"Kyiv, Ukraine"
11/1/2013,1,TwoToneBytes,San Diego
11/1/2013,1,neilhem,"Almaty, Kazakhstan"
11/1/2013,1,IcedReaper,D��sseldorf
11/1/2013,3,mikeleeorg,"San Francisco, CA"
11/1/2013,37,ZDroid,Serbia
11/1/2013,1,peteorpeter,"Minneapolis, MN"
11/1/2013,2,patrickwiseman,"Atlanta, GA"
11/1/2013,2,fvignals,France
11/1/2013,1,ryu-blacknd,"Aichi, Japan"
11/1/2013,1,kuqoi,"Hubei,China"
11/1/2013,1,danzajdband,"Buenos Aires, Argentina"
11/1/2013,2,island205,Shanghai China
11/1/2013,2,mrgamer,"Rome, Italy"
11/1/2013,1,Ianis,France
11/1/2013,1,SPodjasek,"Debica, PK, Poland"
11/1/2013,8,nateirwin,"Denver, Colorado"
11/1/2013,2,omarAloraini,Saudi Arabia
11/1/2013,1,erks,"San Francisco, CA"
11/1/2013,1,kevinSuttle,"Cincinnati, OH"
11/1/2013,2,nfrancis,"Boston, MA"
11/1/2013,1,ownbite,J��nk��ping
11/1/2013,1,ejeklint,"Stockholm, Sweden"
11/1/2013,1,robfrawley,"Dania Beach, Florida"
11/1/2013,1,stmpy,"Salt Lake City, UT"
11/1/2013,1,eonil,"Seoul, South Korea"
11/1/2013,1,bgaillard,France
11/1/2013,1,ntrp,Italy
11/1/2013,4,kristianmandrup,Barcelona
11/1/2013,2,xt0rted,"Howell, NJ"
11/1/2013,1,bharathkrishnan,"Cambridge, MA"
11/1/2013,1,StevenBlack,"Kingston, Ontario"
11/1/2013,2,sumnercreations,"SLC, Utah"
11/1/2013,2,pborreli,Oujda
11/1/2013,8,yury,Vladimir
11/1/2013,1,lazychino,Puerto Rico
11/1/2013,2,kbdaitch,"Portland, Maine"
11/1/2013,1,wxnet2013,Beijing
11/1/2013,4,RobLoach,"Toronto, ON"
11/1/2013,1,edwardsmit,"Dordrecht, The Netherlands"
11/1/2013,1,JerryChr,denmark
11/1/2013,2,piecommerce,United States
11/1/2013,1,gryphon,Moscow
11/1/2013,1,niklasae,Stockholm
11/1/2013,15,ziogaschr,"Larissa, Greece"
11/1/2013,1,jmalais,"Santa Clarita, CA"
11/1/2013,1,nmussat,"Paris, France"
11/1/2013,2,knagode,"Ljubljana, Slovenia"
11/1/2013,1,hajder,"Berlin, Deutschland"
11/1/2013,1,whazap,Vienna
11/1/2013,1,tschach,"T��bingen, Germany"
11/1/2013,3,sabinmarcu,Campina
11/1/2013,17,FabledWeb,"Columbus, OH"
11/1/2013,2,dospuntocero,"vi��a del mar, chile"
11/1/2013,16,stocker,"Stanford, CA"
11/1/2013,1,Zmetser,Budapest
11/1/2013,5,drak,BM-2D8qmkcbUX54jANtqdvTezEuaZLiBx2etL
11/1/2013,3,oehokie,"Washington, DC"
11/1/2013,1,rcluke,"Somerset, UK"
11/1/2013,1,shyrkov,"D��sseldorf, Germany"
11/1/2013,3,apexskier,"Bellingham, WA"
11/1/2013,8,XhmikosR,Hellas (Greece)
11/1/2013,1,bono8106,"Mountain View, CA"
11/1/2013,1,KatherineMichel,http://twitter.com/KatiMichel
11/1/2013,1,mef,"Brussels, Belgium"
11/1/2013,1,ziapk,Rawalpindi
11/1/2013,1,cj123,"Manchester, United Kingdom"
11/1/2013,2,raido,"Estonia, Haapsalu"
11/1/2013,48,cvrebert,"Santa Monica, California, USA"
11/1/2013,1,allspiritseve,"Ann Arbor, MI"
11/1/2013,3,mattleff,"Columbia Falls, MT"
11/1/2013,1,valera-rozuvan,"Kiev, Ukraine"
11/1/2013,1,dan-silver,"University of Missouri-Columbia (Mizzou), United States"
11/1/2013,3,FatBoyXPC,"Indianapolis, IN"
11/1/2013,4,phindmarsh,"Wellington, NZ"
11/1/2013,5,scribacious,"San Francisco, CA, USA"
11/1/2013,50,kruser,"Austin, TX"
11/1/2013,1,glenngillen,"San Francisco, CA"
11/1/2013,1,haracane,Tokyo
11/1/2013,1,dkontsevoy,"Lviv, Lviv Oblast, Ukraine"
11/1/2013,4,Ithamar,The Netherlands
11/1/2013,1,dougzor,SF Bay Area
11/1/2013,1,abdullahfahad,New York
11/1/2013,2,thongredweb,Viet Nam
11/1/2013,1,michaeldelorenzo,"New York, NY USA"
11/1/2013,1,andrewnicols,Perth
11/1/2013,2,colllin,"Boulder, CO"
11/1/2013,1,danielboendergaard,Denmark
11/1/2013,1,nathan-muir,Australia
10/1/2013,1,wmh,Taipei / Taiwan
10/1/2013,1,tschach,"T��bingen, Germany"
10/1/2013,2,davidbanham,Sydney
10/1/2013,1,SpearThruster,"Kumanovo, Macedonia"
10/1/2013,2,leogono,"Matalom, Leyte Philippines"
10/1/2013,2,AgustiBelloc,Barcelona
10/1/2013,2,pine3ree,"4togna, BL, IT"
10/1/2013,1,BertrandBordage,"Rouen, France"
10/1/2013,5,jackbravo,"Guadalajara, Jalisco, M��xico"
10/1/2013,18,yokomizor,"Brasil, S��o Paulo"
10/1/2013,1,jimzheng,Bay Area
10/1/2013,18,pkozlowski-opensource,France
10/1/2013,1,cloe-perrotin,Nevers en Ni��vre en Bourgogne en France
10/1/2013,1,dan-silver,"University of Missouri-Columbia (Mizzou), United States"
10/1/2013,1,paav-o,"Berlin, Germany"
10/1/2013,1,piecommerce,United States
10/1/2013,1,AntJanus,"Houston, TX"
10/1/2013,1,blnight,Poland
10/1/2013,1,calvinfroedge,"Tompkinsville, KY"
10/1/2013,1,rhalff,Netherlands
10/1/2013,1,florianschmauss,Hannover
10/1/2013,6,StevenBlack,"Kingston, Ontario"
10/1/2013,6,bekos,Greece
10/1/2013,4,kasperp,Copenhagen
10/1/2013,48,ryu-blacknd,"Aichi, Japan"
10/1/2013,2,dminkovsky,Freenode (dimadima)
10/1/2013,70,cvrebert,"Santa Monica, California, USA"
10/1/2013,8,akalicki,"New York, NY"
10/1/2013,28,jasny,Amsterdam
10/1/2013,3,rostislav,"Helsinki, Finland"
10/1/2013,1,enmand,"New Glasgow, NS"
10/1/2013,1,UTCWebDev,Chattanooga
10/1/2013,1,maherbensassi,Tunisia
10/1/2013,3,trackcc,CHINA
10/1/2013,1,davaxi,"Paris, France"
10/1/2013,3,benbrandt,"Redwood City, CA"
10/1/2013,2,jonsully,"Columbus, OH"
10/1/2013,1,5type,K��ln
10/1/2013,6,joamag,"Porto, Portugal"
10/1/2013,3,dennis-g,Germany
10/1/2013,3,wangsai,Beijing
10/1/2013,2,AviTapp,"Buffalo, NY"
10/1/2013,1,Raigen,Germany
10/1/2013,7,simonwheatley,"Manchester, UK"
10/1/2013,4,duivvv,"Ghent, Belgium"
10/1/2013,2,LFeh,S��o Paulo / Brasil
10/1/2013,70,mvkvl,"Vladivostok, Russia"
10/1/2013,1,CWSites,"Atlanta, GA"
10/1/2013,8,kaia9,"Silicon Valley, CA"
10/1/2013,2,FatBoyXPC,"Indianapolis, IN"
10/1/2013,12,ModmenNet,Saudi Arabia - Riyadh
10/1/2013,7,thejameskyle,Boston MA
10/1/2013,9,iknups,Moscow
10/1/2013,1,jared-christensen,"Des Moines, IA"
10/1/2013,2,lge88,"San Diego, CA"
10/1/2013,1,benji07,Lyon
10/1/2013,1,echo619,"Yogyakarta, ID"
10/1/2013,1,karlneuberger,Paris
10/1/2013,2,ksuwdc,"Kennesaw, GA"
10/1/2013,7,stmpy,"Salt Lake City, UT"
10/1/2013,14,yury,Vladimir
10/1/2013,1,mrgamer,"Rome, Italy"
10/1/2013,1,amptron,"San Francisco, CA"
10/1/2013,1,chrislovecnm,Littleton
10/1/2013,4,erikflowers,Salt Lake CIty
10/1/2013,3,ValentinH,France
10/1/2013,57,kruser,"Austin, TX"
10/1/2013,1,mattleff,"Columbia Falls, MT"
10/1/2013,3,boronine,"Toronto, ON"
10/1/2013,1,tschieggm,Boston MA
10/1/2013,1,cravergara,"Brooklyn, NY"
10/1/2013,2,anglinb,Sunny So Cal
10/1/2013,1,lafin,"Russia, Rostov-on-Don"
10/1/2013,6,song940,China
10/1/2013,2,glenngillen,"San Francisco, CA"
10/1/2013,3,juthilo,"M��nster, Germany"
10/1/2013,5,leoken,"Oakland, CA"
10/1/2013,1,apexskier,"Bellingham, WA"
10/1/2013,1,mef,"Brussels, Belgium"
10/1/2013,1,ixley,"Oakland, CA"
10/1/2013,1,fleaflicker,"New York, NY"
10/1/2013,1,AJ-Acevedo,New York
10/1/2013,2,Prefinem,Kansas City
10/1/2013,1,joshuacc,"Washington, DC area"
10/1/2013,2,binlabs,"Fort Worth, TX"
10/1/2013,1,jannishuebl,Vilsbiburg/Karlsruhe Germany
10/1/2013,6,venantius,"San Francisco, CA"
10/1/2013,1,fly,Linodia
10/1/2013,1,2215,St Catharines Canada / Africa/ USA/ Australia/ New Zealand / Denmark (others)
10/1/2013,1,adamjcook,"Chicago, IL, USA"
10/1/2013,24,JBCSU,"Stanford, CA"
10/1/2013,4,abadfederico,Argentina
10/1/2013,2,el7cosmos,"Depok, Indonesia"
10/1/2013,5,TommyMcHugh,"Illinois, United States"
10/1/2013,16,lambda2,"Montpellier, France"
10/1/2013,9,fedynapavlo,Lviv
10/1/2013,50,ZDroid,Mars
10/1/2013,3,ThinTim,"Melbourne, Australia"
10/1/2013,1,GitsMcGee,Santa Barbara
10/1/2013,1,wildsebastian,Munich
10/1/2013,2,niklasae,Stockholm
10/1/2013,5,adam139,shanghai
10/1/2013,1,elerch,"Portland, OR"
10/1/2013,13,YodasWs,"Wilmington, NC"
10/1/2013,104,mdo,"San Francisco, CA"
10/1/2013,1,halfninja,England
10/1/2013,25,FabledWeb,"Columbus, OH"
10/1/2013,3,raido,"Estonia, Haapsalu"
10/1/2013,4,stuartpb,"Seattle, WA"
10/1/2013,1,majidhazari,Tehran
10/1/2013,44,curvo,"San Francisco, CA"
10/1/2013,1,greengerong,china
10/1/2013,1,rcarrillopadron,"Dallas, TX"
10/1/2013,1,sureshjanapamula,Hyderabad
10/1/2013,4,dkontsevoy,"Lviv, Lviv Oblast, Ukraine"
10/1/2013,4,lincolnge,zhuhai
10/1/2013,1,seanerchen,beijing
10/1/2013,1,vincentchan,Hong Kong
10/1/2013,3,lipis,"Copenhagen, Denmark"
10/1/2013,1,Arko,"Lausanne, Switzerland"
10/1/2013,2,ryanmark,Chicago
10/1/2013,4,accdc,Pacifica
10/1/2013,1,jspekken,"Eindhoven, Netherlands"
10/1/2013,9,ykux,Dallas
10/1/2013,2,tagliala,Italy
10/1/2013,2,cvallance,"Vancouver, BC"
10/1/2013,2,ZDroid,Serbia
10/1/2013,20,stocker,"Stanford, CA"
10/1/2013,13,sdiaz,Madrid
10/1/2013,4,ch4nd4n,Bangalore
10/1/2013,5,akirillov,Moscow
10/1/2013,18,fabian,"Baden, Switzerland"
10/1/2013,2,stormwild,Philippines
10/1/2013,2,Annmarina,Magyarorsz��g
10/1/2013,2,demands,"San Francisco, CA"
10/1/2013,1,edwardsmit,"Dordrecht, The Netherlands"
10/1/2013,1,ziogaschr,"Larissa, Greece"
10/1/2013,1,KostyaTretyak,"Kyiv, Ukraine"
10/1/2013,2,RobLoach,"Toronto, ON"
10/1/2013,1,nikolawannabe,"Redmond, WA"
10/1/2013,1,chiplay,"Marietta, GA"
10/1/2013,27,eonil,"Seoul, South Korea"
10/1/2013,2,schlagert,Karlsruhe
10/1/2013,6,levibuzolic,"Perth, Western Australia"
10/1/2013,1,sanjaykamaruddin,Los Angeles
10/1/2013,1,colllin,"Boulder, CO"
10/1/2013,1,vsn4ik,"Moscow, Russia"
10/1/2013,1,cindoum,Canada
10/1/2013,1,Retistic,"California, USA"
10/1/2013,10,XhmikosR,Hellas (Greece)
10/1/2013,2,jbruni,Brazil
10/1/2013,6,pkang,"San Francisco, CA"
10/1/2013,7,gustavohenke,Brazil
10/1/2013,2,bassjobsen,Orthen
10/1/2013,7,burnsra,"Cincinnati, OH"
10/1/2013,1,brookslyrette,Ottawa Ontario
10/1/2013,5,eyolfson,"Kitchener, ON"
10/1/2013,21,MacFlay,Poland
10/1/2013,1,fidian,"Minneapolis, MN"
10/1/2013,2,tarcisio,"Sao Paulo, Brazil"
10/1/2013,1,Galaxy42,Espa��a
10/1/2013,2,TwoToneBytes,San Diego
10/1/2013,4,melvinbeemer,The Netherlands
10/1/2013,1,jstonne,"Kuala Lumpur, Malaysia"
10/1/2013,1,MetalMatze,Berlin
9/1/2013,1,allspiritseve,"Ann Arbor, MI"
9/1/2013,1,mikeblazek,Chicago
9/1/2013,1,roryokane,"Pennsylvania, United States"
9/1/2013,8,forabi,"Hamah, Syria"
9/1/2013,23,gustavohenke,Brazil
9/1/2013,5,burnsra,"Cincinnati, OH"
9/1/2013,1,deepgreen,"Vancouver, Canada"
9/1/2013,2,fadomire,Paris
9/1/2013,5,sdiaz,Madrid
9/1/2013,1,gustavomeloweb,"Recife, Pernambuco"
9/1/2013,1,dreamsxin,"zhejiang,china"
9/1/2013,1,hustlzp,China
9/1/2013,1,cornellsteven,"Tulsa, OK"
9/1/2013,3,brookslyrette,Ottawa Ontario
9/1/2013,1,hnrch02,"Vienna, Austria"
9/1/2013,2,leogono,"Matalom, Leyte Philippines"
9/1/2013,1,slobo,Vancouver
9/1/2013,1,kikoanis,"Regina, SK, Canada"
9/1/2013,2,wangsai,Beijing
9/1/2013,1,mchayka,Uzhgorod
9/1/2013,1,aleiphoenix,"Shanghai, China, Earth"
9/1/2013,1,Schwanksta,"Los Angeles, CA"
9/1/2013,1,akirillov,Moscow
9/1/2013,1,vasujain,"Los Angeles, California"
9/1/2013,1,mef,"Brussels, Belgium"
9/1/2013,1,mvaled,Cuba
9/1/2013,1,Gilipe,Canada
9/1/2013,1,chuckcatron,"Clayton, Ohio"
9/1/2013,3,mikeleeorg,"San Francisco, CA"
9/1/2013,2,EarthJem6,Turtle Island Middle Earth
9/1/2013,2,edwardsmit,"Dordrecht, The Netherlands"
9/1/2013,25,fedynapavlo,Lviv
9/1/2013,1,shyrkov,"Düsseldorf, Germany"
9/1/2013,7,nateirwin,"Denver, Colorado"
9/1/2013,7,lukaszsliwa,"Cracow, Poland"
9/1/2013,10,jholl,Chattanooga
9/1/2013,1,sdornan,"San Francisco, CA"
9/1/2013,1,dcxy,china
9/1/2013,2,KostyaTretyak,"Kyiv, Ukraine"
9/1/2013,1,Mezzle,"Birmingham, UK"
9/1/2013,1,ziogaschr,"Larissa, Greece"
9/1/2013,3,tsov,"Dublin, Ireland"
9/1/2013,1,yeubutchi,Ho Chi Minh
9/1/2013,8,abadfederico,Argentina
9/1/2013,1,kevinSuttle,"Cincinnati, OH"
9/1/2013,1,mathiasose,"Trondheim, Norway"
9/1/2013,1,eddiemonge,California
9/1/2013,1,buob,"Providence, RI"
9/1/2013,1,pinterb,"Madison, WI"
9/1/2013,2,stuartpb,"Seattle, WA"
9/1/2013,3,ProLoser,San Francisco
9/1/2013,26,ZDroid,Mars
9/1/2013,7,gogopengyou,China
9/1/2013,4,wmh,Taipei / Taiwan
9/1/2013,1,jmbarbier,France
9/1/2013,1,matjaz,"Slovenia, EU"
9/1/2013,1,jszersze,"Reno, NV"
9/1/2013,1,PatrickHeneise,"Barcelona, Spain"
9/1/2013,4,greengerong,china
9/1/2013,1,bitdeli-chef,"San Francisco,CA"
9/1/2013,3,jasny,Amsterdam
9/1/2013,1,marcelombc,Aveiro
9/1/2013,11,ch4nd4n,Bangalore
9/1/2013,4,batzee,"Hamburg, Germany"
9/1/2013,1,pykih,"Mumbai, India"
9/1/2013,2,FabledWeb,"Columbus, OH"
9/1/2013,1,rovangju,"Minnesota, US"
9/1/2013,4,MrBubbleSquare,29392 Wesendorf
9/1/2013,3,enmand,"New Glasgow, NS"
9/1/2013,1,homeyer,"Boulder, CO"
9/1/2013,57,cvrebert,"Santa Monica, California, USA"
9/1/2013,7,trackcc,CHINA
9/1/2013,23,yury,Vladimir
9/1/2013,3,nchapman,"Bakersfield, CA"
9/1/2013,1,cboden,"London, Canada"
9/1/2013,1,ritvvijparrikh,"Juhu, Mumbai, India"
9/1/2013,1,tshepang,"Gauteng, South Africa"
9/1/2013,2,monospaced,"London, UK"
9/1/2013,1,mzgol,"Poland, Warsaw"
9/1/2013,1,sethlilly,"Columbus, OH"
9/1/2013,1,robinvenneman,"Ghent, Belgium"
9/1/2013,1,bwhmather,"London, UK"
9/1/2013,11,mtmazilu,Washington DC
9/1/2013,1,folded,"Montreal, Canada"
9/1/2013,1,ssmagula,"Brooklyn, NY, USA"
9/1/2013,3,BastianVoigt,"Hamburg, Germany"
9/1/2013,2,jstonne,"Kuala Lumpur, Malaysia"
9/1/2013,1,zimrob,Berlin Germany
9/1/2013,1,MartinGross,"Frankfurt, Germany"
9/1/2013,1,tjoozey,omaha
9/1/2013,2,drewcovi,Minneapolis
9/1/2013,1,jodytate,"Seattle, WA"
9/1/2013,4,talueses,Venezuela
9/1/2013,3,create-renegr,Austria
9/1/2013,13,ModmenNet,Saudi Arabia - Riyadh
9/1/2013,1,conglin,"Beijing, China"
9/1/2013,1,siriuszhuang,"Chengdu, Sichuan, China"
9/1/2013,2,johnklehm,"Milwaukee, WI"
9/1/2013,3,ianhk,"Surrey, UK"
9/1/2013,2,navarr,"Bowling Green, Ohio"
9/1/2013,3,akalicki,"New York, NY"
9/1/2013,2,jimrollenhagen,"San Francisco, CA"
9/1/2013,4,juthilo,"Münster, Germany"
9/1/2013,2,igorbronowicki,"Kyiv, Ukraine"
9/1/2013,1,datboitom,San Fracisco
9/1/2013,7,JBCSU,"Stanford, CA"
9/1/2013,1,Prinzhorn,Germany
9/1/2013,1,miniplus,Belgium
9/1/2013,5,jbruni,Brazil
9/1/2013,5,lipis,"Copenhagen, Denmark"
9/1/2013,3,rapanna,Česká republika
9/1/2013,1,elemgee,"Cleveland, OH; Chicago, IL"
9/1/2013,3,sharedinnovationlab,Seattle
9/1/2013,3,raloliver,Curitiba - PR
9/1/2013,37,schlagert,Karlsruhe
9/1/2013,1,topsitemakers,"Arcadia, CA - Prague, Europe"
9/1/2013,1,arrmac,"Taipei, Taiwan"
9/1/2013,8,dan-silver,"University of Missouri-Columbia (Mizzou), Missouri, United States"
9/1/2013,2,PieroWbmstr,"Paris, France"
9/1/2013,2,buznardo,Ireland
9/1/2013,2,benkomalo,"San Francisco, CA"
9/1/2013,1,michaeldjeffrey,"Tempe, Arizona"
9/1/2013,3,sharpmachine,"Phoenix, Az"
9/1/2013,1,subtext,"Chicago, IL United States"
9/1/2013,33,XhmikosR,Hellas (Greece)
9/1/2013,33,pkozlowski-opensource,France
9/1/2013,7,ryanmark,Chicago
