month,pushes,actor,actor_attributes_location,lat,lng
7/1/2014,1,lynzz,fuzhou,26.0774554,119.2915465
7/1/2014,1,oberhamsi,EU,34.97986,33.74589763
7/1/2014,1,dommert,Arizona,34.395342,-111.7632755
7/1/2014,1,villadora,"Shanghai,China",31.2253441,121.4888922
7/1/2014,13,JohnCoumbe,"Oxon, UK",51.833333,-1.25
7/1/2014,1,thongredweb,Viet Nam,13.2904027,108.4265113
7/1/2014,22,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
6/1/2014,2,tjvantoll,"Lansing, MI",42.7337712,-84.5553805
6/1/2014,1,benjic,Cut Bank MT,48.6330395,-112.3261617
6/1/2014,1,stamhe,"Shanghai,China",31.2253441,121.4888922
6/1/2014,1,cassell,"Herndon, VA",38.9695316,-77.3859479
6/1/2014,2,mukiwu,"Tapiei, Taiwan",,
6/1/2014,21,JohnCoumbe,"Oxon, UK",51.833333,-1.25
6/1/2014,22,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
6/1/2014,1,Krinkle,"Enschede, The Netherlands",52.2161396,6.898466107
6/1/2014,2,shantanusharma,New York,40.7305991,-73.9865812
6/1/2014,1,rusco,Portugal,40.033265,-7.8896263
6/1/2014,2,thongredweb,Viet Nam,13.2904027,108.4265113
6/1/2014,19,LeoDutra,"Rio de Janeiro, Brazil",-22.9112163,-43.2093781
6/1/2014,2,gibson042,New Hampshire,43.4849133,-71.6553992
6/1/2014,2,mzgol,"Poland, Warsaw",52.2319237,21.0067265
6/1/2014,2,dmethvin,"Columbia, MD",39.2151996,-76.8546725
6/1/2014,1,upisfree,"Russia, Omsk",54.9913752,73.3714883
6/1/2014,1,wenber,Beijing,40.2505379,116.6250886
6/1/2014,1,jordan112,MI,39.7837304,-100.4458825
6/1/2014,3,stealthpaladin,"Long Beach, CA",33.7774658,-118.1884871
6/1/2014,2,lynzz,fuzhou,26.0774554,119.2915465
6/1/2014,1,phaikawl,Vietnam,13.2904027,108.4265113
6/1/2014,5,scottgonzalez,"York, PA",39.962398,-76.727392
6/1/2014,1,mestachs,"belgium, Namur",50.4665284,4.8661892
6/1/2014,5,mathieubeauregard,"Quebec, Canada",54,-72
6/1/2014,2,thomasrudin,Switzerland,46.7985624,8.2319736
6/1/2014,2,yeshuangdong,Shanghai,31.2253441,121.4888922
6/1/2014,4,ChrisAntaki,United States of America,39.7837304,-100.4458825
6/1/2014,1,guillaumebort,Paris,48.8565056,2.3521334
6/1/2014,1,avidela,Argentina,-35.1124869,-65.241974
5/1/2014,4,hoosin,"Canton,China",23.1229013,113.2529963
5/1/2014,2,chemdemo,ShenZhen.China,22.5462321,114.0570068
5/1/2014,1,hendrismit,"Groningen, Netherlands",53.2190692,6.5680421
5/1/2014,6,mzgol,"Poland, Warsaw",52.2319237,21.0067265
5/1/2014,3,rwaldron,"Brooklyn, NY",40.6501038,-73.9495823
5/1/2014,12,leobalter,"Rio de Janeiro, Brazil",-22.9112163,-43.2093781
5/1/2014,3,tjvantoll,"Lansing, MI",42.7337712,-84.5553805
5/1/2014,1,jstonne,"Kuala Lumpur, Malaysia",3.13871025,101.6820995
5/1/2014,7,dmethvin,"Columbia, MD",39.2151996,-76.8546725
5/1/2014,1,Troland,China,35.000074,104.999927
5/1/2014,1,poppinlp,China,35.000074,104.999927
5/1/2014,2,qiangxue,"Virginia, U.S.A.",,
5/1/2014,1,evanlucas,"Hattiesburg, MS",31.3271189,-89.2903392
5/1/2014,1,afc163,"Hangzhou, China",30.2665643,120.149335
5/1/2014,1,scottgonzalez,"York, PA",39.962398,-76.727392
5/1/2014,5,Mr21,Paris,48.8565056,2.3521334
5/1/2014,2,relik,"Rouen, France",49.4404591,1.0939658
5/1/2014,3,dcorb,Helsinki,60.1713198,24.9414566
5/1/2014,5,thongredweb,Viet Nam,13.2904027,108.4265113
5/1/2014,1,covex-nn,"Nizhniy Novgorod, Russia",,
5/1/2014,10,reinyjunior,"Juiz de Fora, Minas Gerais - Brasil",-21.7609533,-43.3501129
5/1/2014,1,benatkin,"Flagstaff, AZ",35.199458,-111.6514259
5/1/2014,2,mdzzaman,"25.795288,88.774024",25.7653099,89.2322108
5/1/2014,2,BenV,"Broomfield, CO",39.9379892,-105.0587294
5/1/2014,11,loi-chuanoi,M���t n���a s��� th���t,,
5/1/2014,3,chharvey,"Charlottesville, VA",38.029306,-78.4766781
5/1/2014,10,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
5/1/2014,1,rusco,Portugal,40.033265,-7.8896263
5/1/2014,3,shantanusharma,New York,40.7305991,-73.9865812
5/1/2014,2,embedthis,"Seattle, Washington. USA.",47.6038321,-122.3300624
5/1/2014,3,luanpotter,Brazil,-8.4666145,-51.3333976
4/1/2014,2,jzaefferer,"Cologne, Germany",50.9374863,6.9580232
4/1/2014,3,luanpotter,Brazil,-8.4666145,-51.3333976
4/1/2014,3,lynzz,fuzhou,26.0774554,119.2915465
4/1/2014,1,evanlucas,"Hattiesburg, MS",31.3271189,-89.2903392
4/1/2014,2,shantanusharma,New York,40.7305991,-73.9865812
4/1/2014,2,gibson042,New Hampshire,43.4849133,-71.6553992
4/1/2014,4,thongredweb,Viet Nam,13.2904027,108.4265113
4/1/2014,1,AveVlad,"Russia, Taganrog",47.2136896,38.903365
4/1/2014,1,hoosin,"Canton,China",23.1229013,113.2529963
4/1/2014,2,jrowens,"Tucson, AZ, US",32.2217429,-110.926479
4/1/2014,4,Mr21,Paris,48.8565056,2.3521334
4/1/2014,2,afc163,"Hangzhou, China",30.2665643,120.149335
4/1/2014,3,benvinegar,"San Francisco, CA",37.7789601,-122.419199
4/1/2014,5,yuanmeng1981,China,35.000074,104.999927
4/1/2014,7,rusco,Portugal,40.033265,-7.8896263
4/1/2014,2,rzurawicki,"Cambridge, MA",42.3750997,-71.1056157
4/1/2014,1,hbyuan,China,35.000074,104.999927
4/1/2014,3,idearat,"Westminster, CO",51.5019307,-0.1273994
4/1/2014,1,wangfei10,Ctrip,31.22184235,121.3529395
4/1/2014,1,jure,San Francisco / Slovenia,,
4/1/2014,1,kaelzhang,Shanghai,31.2253441,121.4888922
4/1/2014,8,dmethvin,"Columbia, MD",39.2151996,-76.8546725
4/1/2014,10,covex-nn,"Nizhniy Novgorod, Russia",,
4/1/2014,1,mdzzaman,"25.795288,88.774024",25.7653099,89.2322108
4/1/2014,1,SlaF,"Stavropol, Russia",45.0433245,41.9690934
4/1/2014,2,scottgonzalez,"York, PA",39.962398,-76.727392
4/1/2014,1,Troland,China,35.000074,104.999927
4/1/2014,18,mzgol,"Poland, Warsaw",52.2319237,21.0067265
4/1/2014,1,footearth,China,35.000074,104.999927
4/1/2014,7,tmilos,"Belgrade, Serbia",44.8178787,20.4568089
3/1/2014,1,thongredweb,Viet Nam,13.2904027,108.4265113
3/1/2014,13,ianturner,"Leeds, UK",53.7974185,-1.5437941
3/1/2014,3,M4n0x,Switzerland,46.7985624,8.2319736
3/1/2014,1,wenber,beijing,40.2505379,116.6250886
3/1/2014,1,lholmquist,NY,43.1561681,-75.8449946
3/1/2014,2,shantanusharma,New York,40.7305991,-73.9865812
3/1/2014,1,h4ck3rm1k3,"Lawrence, Kansas, USA",38.9716689,-95.2352501
3/1/2014,1,afc163,"Hangzhou, China",30.2665643,120.149335
3/1/2014,4,robgraeber,"Bay Area, CA",37.7884969,-122.3558473
3/1/2014,5,jonathansampson,"Atlanta, GA",33.7490987,-84.3901849
3/1/2014,1,Nightink,"Fuzhou,China",26.0774554,119.2915465
3/1/2014,1,lynzz,fuzhou,26.0774554,119.2915465
3/1/2014,8,AviMoto,Israel,30.8760272,35.0015196
3/1/2014,1,brendansoftllc,"Oak Ridge, TN",36.0103562,-84.2696449
3/1/2014,1,arjun024,NIT Calicut / Bangalore,,
3/1/2014,2,jzaefferer,"Cologne, Germany",50.9374863,6.9580232
3/1/2014,3,Mr21,Paris,48.8565056,2.3521334
3/1/2014,1,whage,Budapest,47.4983815,19.0404707
3/1/2014,1,silverwind,Austria,47.2000338,13.199959
3/1/2014,1,IDisposable,"St. Louis, MO, USA, Earth, Sol, Milky Way, Galaxy",,
3/1/2014,3,nantunes,"Lisbon, Portugal",38.7130574,-9.1380056
3/1/2014,13,thomasrudin,Switzerland,46.7985624,8.2319736
3/1/2014,1,ilanbiala,USA,39.7837304,-100.4458825
3/1/2014,1,zmhassan,"Toronto, Ontario",43.6529206,-79.3849008
3/1/2014,3,footearth,China,35.000074,104.999927
3/1/2014,19,rusco,"Braga, Portugal",41.5510583,-8.4280045
3/1/2014,1,GerHobbelt,Den Haag (NL),52.0799838,4.3113461
3/1/2014,11,johnhoven,"St. Louis, Missouri, USA",38.6272733,-90.1978889
3/1/2014,2,mponizil,"New York, NY",40.7305991,-73.9865812
3/1/2014,2,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
3/1/2014,1,scottgonzalez,"York, PA",39.962398,-76.727392
3/1/2014,59,mzgol,"Poland, Warsaw",52.2319237,21.0067265
3/1/2014,37,dmethvin,"Columbia, MD",39.2151996,-76.8546725
3/1/2014,4,gibson042,New Hampshire,43.4849133,-71.6553992
2/1/2014,1,wmh,Taipei x Taiwan,,
2/1/2014,1,JordanAMeyer,"Indiana, USA",40.3270127,-86.1746933
2/1/2014,1,jstonne,"Kuala Lumpur, Malaysia",3.13871025,101.6820995
2/1/2014,7,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
2/1/2014,1,CMCDragonkai,"Sydney & Canberra, Australia",-33.8548157,151.2164539
2/1/2014,1,crisward,Manchester,53.4791466,-2.2447445
2/1/2014,3,cezor,Denmark,55.670249,10.3333283
2/1/2014,20,mzgol,"Poland, Warsaw",52.2319237,21.0067265
2/1/2014,1,SlexAxton,"Austin, TX",30.2711286,-97.7436995
2/1/2014,4,thongredweb,Viet Nam,13.2904027,108.4265113
2/1/2014,3,shantanusharma,New York,40.7305991,-73.9865812
2/1/2014,2,neelance,"Aachen, Germany",50.7762954,6.0838209
2/1/2014,1,l0rdn1kk0n,"Karlsruhe, Germany",49.0105758,8.4041208
2/1/2014,2,pgte,"Funchal, Portugal",32.647002,-16.9095257
2/1/2014,1,skynet,"Jupiter, Florida - USA",26.9266959,-80.12208951
2/1/2014,15,rwaldron,"Brooklyn, NY",40.6501038,-73.9495823
2/1/2014,3,gibson042,New Hampshire,43.4849133,-71.6553992
2/1/2014,26,rusco,"Braga, Portugal",41.5510583,-8.4280045
2/1/2014,1,GerHobbelt,Den Haag (NL),52.0799838,4.3113461
2/1/2014,1,danielhusar,Dublin,53.3494299,-6.2600969
2/1/2014,1,jbwilmoth,Tennessee,35.7730076,-86.2820081
2/1/2014,3,denisacostaq,-,,
2/1/2014,1,floverdevel,"Plan��te Terre, Voie Lact��e",,
2/1/2014,3,fhemberger,"Cologne, Germany",50.9374863,6.9580232
2/1/2014,1,jakob-stoeck,"Munich, Germany",48.1372719,11.5754815
2/1/2014,7,JohnCoumbe,"Oxon, UK",51.833333,-1.25
2/1/2014,1,arjun024,NIT Calicut / Bangalore,,
2/1/2014,5,tarikbenmerar,Algeria,28.0000272,2.9999825
2/1/2014,1,tjvantoll,"Lansing, MI",42.7337712,-84.5553805
2/1/2014,7,caitp,"Toronto, Canada",43.6529206,-79.3849008
1/1/2014,1,drublic,Cologne,50.9374863,6.9580232
1/1/2014,36,mzgol,"Poland, Warsaw",52.2319237,21.0067265
1/1/2014,8,raloliver,Curitiba - PR,-25.4286927,-49.272373
1/1/2014,1,mc10,United States,39.7837304,-100.4458825
1/1/2014,2,thongredweb,Viet Nam,13.2904027,108.4265113
1/1/2014,1,nikhil121212,555-555-0199@example.com,-3.0132036,-59.9817609
1/1/2014,1,liuming365365,������������������������������������17F,,
1/1/2014,1,nrako,Switzerland,46.7985624,8.2319736
1/1/2014,1,stevenvachon,"Toronto, Canada",43.6529206,-79.3849008
1/1/2014,1,fhemberger,"Cologne, Germany",50.9374863,6.9580232
1/1/2014,1,webbushka,Utah,39.4225192,-111.7143584
1/1/2014,26,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
1/1/2014,4,gibson042,New Hampshire,43.4849133,-71.6553992
1/1/2014,1,allanbatista,Rio de Janeiro - RJ - Brasil,-22.9112163,-43.2093781
1/1/2014,1,ben,"Portland, OR, USA",45.5202471,-122.6741949
1/1/2014,1,tmanderson,"Chicago, Il",41.8756208,-87.6243706
1/1/2014,1,GerHobbelt,Den Haag (NL),52.0799838,4.3113461
1/1/2014,2,qiangxue,"Virginia, U.S.A.",,
1/1/2014,3,c4software,France,46.603354,1.8883335
1/1/2014,1,calvinmetcalf,Boston,42.3604823,-71.0595678
1/1/2014,1,Nebri,"Hamilton, Ontario",43.254687,-79.8678197
1/1/2014,2,louisremi,Lyon,45.7575958,4.8323239
1/1/2014,13,shantanusharma,New York,40.7305991,-73.9865812
1/1/2014,1,incheon,"Matsudo City, Chiba, Japan",35.7876617,139.9032737
1/1/2014,1,kelp404,Taiwan,24.7910087,121.533556
1/1/2014,5,rusco,"Braga, Portugal",41.5510583,-8.4280045
1/1/2014,1,dsheiko,"Germany, Frankfurt",50.1213881,8.662009637
1/1/2014,17,dmethvin,"Columbia, MD",39.2151996,-76.8546725
1/1/2014,1,DekusDenial,United States,39.7837304,-100.4458825
1/1/2014,2,sheppard,"Minneapolis, MN",44.9772995,-93.2654692
1/1/2014,2,lholmquist,NY,43.1561681,-75.8449946
1/1/2014,3,leobalter,"Rio de Janeiro, Brazil",-22.9112163,-43.2093781
1/1/2014,1,jaubourg,Europe,51.0000003,9.9999997
1/1/2014,2,josh,"Chicago, IL",41.8756208,-87.6243706
1/1/2014,3,wyuenho,Hong Kong,22.2793278,114.1628131
1/1/2014,2,MatthewMueller,"San Francisco, CA",37.7789601,-122.419199
12/1/2013,2,mc10,United States,39.7837304,-100.4458825
12/1/2013,8,cjqed,"Vero Beach, FL",27.6387163,-80.3975399
12/1/2013,2,Mr21,Paris,48.8565056,2.3521334
12/1/2013,3,tokunagakazuya,Japan,36.5748441,139.2394179
12/1/2013,1,louisje,"Taipei, Taiwan",25.0375167,121.5637
12/1/2013,1,DekusDenial,United States,39.7837304,-100.4458825
12/1/2013,1,robotdan,Minnesota,45.9896587,-94.6113288
12/1/2013,1,wmh,Taipei x Taiwan,,
12/1/2013,3,michaelpapworth,"Nottingham, UK",52.9549771,-1.1511066
12/1/2013,1,scottgonzalez,"York, PA",39.962398,-76.727392
12/1/2013,1,arjun024,NIT Calicut / Bangalore,,
12/1/2013,11,shantanusharma,New York,40.7305991,-73.9865812
12/1/2013,56,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
12/1/2013,1,sbrekken,"Oslo, Norway",59.9132694,10.7391112
12/1/2013,2,vcela,"Granada, Spain",37.1830197,-3.602192
12/1/2013,1,thomasrudin,Switzerland,46.7985624,8.2319736
12/1/2013,10,mzgol,"Poland, Warsaw",52.2319237,21.0067265
12/1/2013,1,chuguixin,������,,
12/1/2013,5,gibson042,New Hampshire,43.4849133,-71.6553992
12/1/2013,1,FredsTivoli,Stockholm,59.3251172,18.0710935
12/1/2013,4,Krinkle,"Enschede, The Netherlands",52.2161396,6.898466107
12/1/2013,1,noahfreedman,"Stanford, CA",37.4266268,-122.1701137
12/1/2013,2,Amol-Wankhede,India,22.3511148,78.6677428
12/1/2013,6,dmethvin,"Columbia, MD",39.2151996,-76.8546725
12/1/2013,4,raloliver,Curitiba - PR,-25.4286927,-49.272373
12/1/2013,1,Jositoyoyo,Spain,40.0028028,-4.003104
12/1/2013,2,jstonne,"Kuala Lumpur, Malaysia",3.13871025,101.6820995
12/1/2013,2,k-ori,"San Jose, CA, United States",37.3438502,-121.8831349
12/1/2013,1,AurelioDeRosa,"Frattamaggiore, Italy",40.939312,14.27403
11/1/2013,1,kaelzhang,Shanghai,31.2253441,121.4888922
11/1/2013,1,dannykingme,San Francisco,37.7789601,-122.419199
11/1/2013,1,Encounternow,Taipei,25.0375167,121.5637
11/1/2013,1,kelp404,Taiwan,24.7910087,121.533556
11/1/2013,3,vcela,"Granada, Spain",37.1830197,-3.602192
11/1/2013,1,Cactusbone,Paris,48.8565056,2.3521334
11/1/2013,1,fourmisz,Korea,40.3123959,127.399971
11/1/2013,1,gorodinskiy,Saint-Petersburg,59.9393657,30.3153628
11/1/2013,1,andi1984,Saarbr��cken,,
11/1/2013,1,pavelzaitsau,Belarus,53.4250438,27.6999547
11/1/2013,2,Krinkle,"Enschede, The Netherlands",52.2161396,6.898466107
11/1/2013,35,mzgol,"Poland, Warsaw",52.2319237,21.0067265
11/1/2013,1,RobLoach,"Toronto, ON",43.6529206,-79.3849008
11/1/2013,2,jstonne,"Kuala Lumpur, Malaysia",3.13871025,101.6820995
11/1/2013,4,DekusDenial,United States,39.7837304,-100.4458825
11/1/2013,15,hongymagic,"Sydney, Australia",-33.8548157,151.2164539
11/1/2013,4,lizzie,China,35.000074,104.999927
11/1/2013,6,ChrisAntaki,United States of America,39.7837304,-100.4458825
11/1/2013,1,eoftedal,"Oslo, Norway",59.9132694,10.7391112
11/1/2013,7,yawetse,"New York, NY",40.7305991,-73.9865812
11/1/2013,2,mc10,United States,39.7837304,-100.4458825
11/1/2013,1,jkrug,Germany / Magdeburg,52.1259262,11.62887239
11/1/2013,70,qiangxue,"Virginia, U.S.A.",,
11/1/2013,5,grisendo,"Saragossa, Spain",41.6521342,-0.8809428
11/1/2013,3,rwaldron,"Brooklyn, NY",40.6501038,-73.9495823
11/1/2013,3,gnarf,"Somerville, MA",42.3875968,-71.0994968
11/1/2013,1,ahnjunwoo,seoul,37.5710824,126.9953036
11/1/2013,31,gibson042,New Hampshire,43.4849133,-71.6553992
11/1/2013,1,chuguixin,������,,
11/1/2013,1,maxbucknell,"York, UK",53.9590555,-1.0815361
11/1/2013,52,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
11/1/2013,4,jamesf408,California,36.7014631,-118.7559974
11/1/2013,15,shantanusharma,New York,40.7305991,-73.9865812
11/1/2013,3,njhamann,"New York, NY",40.7305991,-73.9865812
11/1/2013,2,raloliver,Curitiba - PR,-25.4286927,-49.272373
11/1/2013,3,jakob-stoeck,"Munich, Germany",48.1372719,11.5754815
11/1/2013,16,dmethvin,"Columbia, MD",39.2151996,-76.8546725
11/1/2013,10,hypo1986,beijing.china,40.2505379,116.6250886
10/1/2013,1,SunghanKim,UK(EU) / US / JP / Republic of KOREA,,
10/1/2013,2,GerHobbelt,Den Haag (NL),52.0799838,4.3113461
10/1/2013,1,lizzie,China,35.000074,104.999927
10/1/2013,1,fadoe,Germany,51.0834196,10.4234469
10/1/2013,22,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
10/1/2013,1,datag,Germany,51.0834196,10.4234469
10/1/2013,5,lathabalasundaram,"Boston,MA",42.3604823,-71.0595678
10/1/2013,1,chumakoff,Russian Federation,64.6863136,97.7453061
10/1/2013,3,garethredfern,Preston UK,53.7589938,-2.7051618
10/1/2013,27,gibson042,New Hampshire,43.4849133,-71.6553992
10/1/2013,1,chuguixin,������,,
10/1/2013,4,jstonne,"Kuala Lumpur, Malaysia",3.13871025,101.6820995
10/1/2013,3,sindresorhus,Norway,65.8481486,13.4765575
10/1/2013,2,kaelzhang,Shanghai,31.2253441,121.4888922
10/1/2013,2,stsvilik,NYC,40.7305991,-73.9865812
10/1/2013,1,fdemiramon,Paris,48.8565056,2.3521334
10/1/2013,1,brynary,New York City,40.7305991,-73.9865812
10/1/2013,6,carldanley,"Wellington, FL",26.6586779,-80.2414357
10/1/2013,20,ChrisAntaki,United States of America,39.7837304,-100.4458825
10/1/2013,3,lihanli,"brooklyn, ny",40.6501038,-73.9495823
10/1/2013,2,ronny-springer,Berlin | Germany,52.5170365,13.3888599
10/1/2013,6,ericmann,"Beaverton, OR",45.4871723,-122.8037804
10/1/2013,9,mzgol,"Poland, Warsaw",52.2319237,21.0067265
10/1/2013,18,katsgeorgeek,"Kiev, Ukraine",50.4499875,30.5234937
10/1/2013,1,excalibur,������,,
10/1/2013,16,shantanusharma,New York,40.7305991,-73.9865812
10/1/2013,1,wmh,Taipei / Taiwan,25.0375167,121.5637
10/1/2013,7,mseremak,Europe,51.0000003,9.9999997
10/1/2013,12,dmethvin,"Columbia, MD",39.2151996,-76.8546725
10/1/2013,9,DekusDenial,United States,39.7837304,-100.4458825
10/1/2013,1,manueldrama,Turkey,38.9597594,34.9249653
10/1/2013,2,Krinkle,"Enschede, The Netherlands",52.2161396,6.898466107
10/1/2013,2,zackbloom,Boston,42.3604823,-71.0595678
10/1/2013,1,scottgonzalez,"York, PA",39.962398,-76.727392
10/1/2013,1,anthonyshort,"Newcastle, Australia",-32.9272881,151.7812534
9/1/2013,2,Krinkle,"Enschede, The Netherlands",52.2161396,6.898466107
9/1/2013,4,gucong3000,Chengdu,30.6765553,104.0612783
9/1/2013,2,kidwm,Taiwan,24.7910087,121.533556
9/1/2013,2,anthonyryan1,Canada,61.0666922,-107.9917071
9/1/2013,15,shantanusharma,New York,40.7305991,-73.9865812
9/1/2013,3,kayahr,"Germany, Bonn",50.7358511,7.1006599
9/1/2013,1,mmazur,"Warsaw, Poland",52.2319237,21.0067265
9/1/2013,10,ameyms,"Pune, India",18.64306615,73.93183004
9/1/2013,48,mzgol,"Poland, Warsaw",52.2319237,21.0067265
9/1/2013,9,guybedford,California / South Africa,37.8749498,-122.2378392
9/1/2013,1,baldurrensch,"Los Angeles, CA",34.0536781,-118.2427025
9/1/2013,15,gibson042,New Hampshire,43.4849133,-71.6553992
9/1/2013,4,wmh,Taipei / Taiwan,25.0375167,121.5637
9/1/2013,1,danvsantos,Brasil,-8.4666145,-51.3333976
9/1/2013,8,dmethvin,"Columbia, MD",39.2151996,-76.8546725
9/1/2013,2,josh,"Chicago, IL",41.8756208,-87.6243706
9/1/2013,79,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
9/1/2013,2,jzaefferer,"Cologne, Germany",50.9374863,6.9580232
9/1/2013,1,tanaydin,istanbul,41.0096334,28.9651646
9/1/2013,1,lholmquist,NY,43.1561681,-75.8449946
9/1/2013,1,lihanli,"brooklyn, ny",40.6501038,-73.9495823
9/1/2013,2,amit1952,India,22.3511148,78.6677428
9/1/2013,2,rcavalcanti,Belgium,50.6407351,4.66696
9/1/2013,1,eprev,"Moscow, Russia",55.4792046,37.3273304
9/1/2013,1,scriptum,Moscow,55.4792046,37.3273304
9/1/2013,5,TaurusSCH,by,53.4250438,27.6999547
8/1/2013,73,timmywil,"Chattanooga, TN",35.0456297,-85.3096801
8/1/2013,1,mmazur,"Warsaw, Poland",52.2319237,21.0067265
8/1/2013,1,ruzzll,Lima - Peru,-12,-76.833333
8/1/2013,7,igorlima,Minas Gerais / Brazil,-18.5264844,-44.1588654
8/1/2013,45,edjafarov,Ukraine,49.4871968,31.2718321
8/1/2013,6,ameyms,"Pune, India",18.64306615,73.93183004
8/1/2013,2,fernandoPalaciosGit,palma de mallorca,39.5695824,2.6500714
8/1/2013,4,guybedford,California / South Africa,37.8749498,-122.2378392
8/1/2013,1,lholmquist,NY,43.1561681,-75.8449946
8/1/2013,1,yawboakye,"Accra, Ghana",5.5600141,-0.2057437
8/1/2013,13,shantanusharma,New York,40.7305991,-73.9865812
8/1/2013,21,mzgol,"Poland, Warsaw",52.2319237,21.0067265
8/1/2013,8,lizzie,China,35.000074,104.999927
8/1/2013,2,jdunck,"San Francisco, CA",37.7789601,-122.419199
8/1/2013,4,jstonne,"Kuala Lumpur, Malaysia",3.13871025,101.6820995
8/1/2013,8,gibson042,New Hampshire,43.4849133,-71.6553992
8/1/2013,1,jordifebrer,Edinburgh,55.9483399,-3.1932723
8/1/2013,1,baishuiz,ShangHai,31.2253441,121.4888922
8/1/2013,3,wmh,Taipei / Taiwan,25.0375167,121.5637
8/1/2013,1,benjamine,"Buenos Aires, Argentina",-34.612869,-58.4459789
8/1/2013,1,jankuca,"Prague, Czech Republic",50.084819,14.4177247
7/1/2013,1,SlexAxton,"Austin, TX",30.2711286,-97.7436995
7/1/2013,1,dgalvez,"Amsterdam, Netherlands",52.3710088,4.9001115
7/1/2013,1,Tomalak,Germany,51.0834196,10.4234469
7/1/2013,1,mwanji,"Mtunzini, South Africa",-28.9597222,31.7472222
7/1/2013,18,mzgol,"Poland, Warsaw",52.2319237,21.0067265
7/1/2013,1,owt5008137,China,35.000074,104.999927
7/1/2013,1,SunghanKim,EU / US / UK / JP / KOREA,,
7/1/2013,3,chrisprice,Newcastle UK,54.9770924,-1.6142059
7/1/2013,1,RafiZilberman,israel,30.8760272,35.0015196
7/1/2013,2,helloyou2012,Shanghai/China,31.2253441,121.4888922
7/1/2013,1,kaelzhang,Shanghai,31.2253441,121.4888922
7/1/2013,1,tkalbitz,Germany,51.0834196,10.4234469
7/1/2013,1,asmogan,Chemnitz,50.8322608,12.9252977
7/1/2013,3,kayahr,"Germany, Bonn",50.7358511,7.1006599
7/1/2013,2,wwalser,"Sydney, AU",-33.8548157,151.2164539
7/1/2013,1,NikGovorov,"Australia, Gold Coast",-28.0023731,153.4145987
7/1/2013,1,RyanKung,Macau,22.16185235,113.5644275
7/1/2013,8,dmethvin,"Columbia, MD",39.2151996,-76.8546725
7/1/2013,10,shantanusharma,New York,40.7305991,-73.9865812
